Name,English,Translation,Restrictions,Comment
GMStdGPDeadzone_Desc,Set the deadzone of a gamepad axis.,Set the deadzone of a gamepad axis.,,Drag and Drop™ library action description
GMStdGPThreshold_Name,Set Gamepad Button Threshold,Set Gamepad Button Threshold,,Drag and Drop™ library action name
GMStdGPThreshold_Desc,Set the threshold for the analogue buttons of the given gamepad device.,Set the threshold for the analogue buttons of the given gamepad device.,,Drag and Drop™ library action description
GMStdGpDeviceC_Name,Get Gamepad Count,Get Gamepad Count,,Drag and Drop™ library action name
GMStdGpDeviceC_Desc,Get the number of connected gamepad devices.,Get the number of connected gamepad devices.,,Drag and Drop™ library action description
GMStdGPConnc_Name,Get Gamepad Connected,Get Gamepad Connected,,Drag and Drop™ library action name
GMStdGPConnc_Desc,Get whether a given gamepad is connected.,Get whether a given gamepad is connected.,,Drag and Drop™ library action description
GMStdDirFixed_Name,Set Direction Fixed,Set Direction Fixed,,Drag and Drop™ library action name
GMStdDirFixed_Desc,Set a fixed direction.,Set a fixed direction.,,Drag and Drop™ library action description
GMStdDirFree_Name,Set Direction Variable,Set Direction Variable,,Drag and Drop™ library action name
GMStdDirFree_Desc,Set a variable direction.,Set a variable direction.,,Drag and Drop™ library action description
GMStdDirPoint_Name,Set Point Direction,Set Point Direction,,Drag and Drop™ library action name
GMStdDirPoint_Desc,Set a direction towards a specified point.,Set a direction towards a specified point.,,Drag and Drop™ library action description
GMStdDirRandom_Name,Set Direction Random,Set Direction Random,,Drag and Drop™ library action name
GMStdDirRandom_Desc,Set a random direction based on the specified directions.,Set a random direction based on the specified directions.,,Drag and Drop™ library action description
GMStdSpeed_Name,Set Speed,Set Speed,,Drag and Drop™ library action name
GMStdSpeed_Desc,Set the speed of an instance.,Set the speed of an instance.,,Drag and Drop™ library action description
GMStdGravDir_Name,Set Gravity Direction,Set Gravity Direction,,Drag and Drop™ library action name
GMStdGravDir_Desc,Set the gravitational direction.,Set the gravitational direction.,,Drag and Drop™ library action description
GMStdGravForce_Name,Set Gravity Force,Set Gravity Force,,Drag and Drop™ library action name
GMStdGravForce_Desc,Set the gravitational force.,Set the gravitational force.,,Drag and Drop™ library action description
GMStdVKeyShow_Name,Show Virtual Keyboard,Show Virtual Keyboard,,Drag and Drop™ library action name
GMStdVKeyShow_Desc,"Display the virtual keyboard. Once the keyboard is shown, a System event of type ""keyboard status"" is raised.","Display the virtual keyboard. Once the keyboard is shown, a System event of type ""keyboard status"" is raised.",,Drag and Drop™ library action description
GMStdVKeyHide_Name,Hide Virtual Keyboard,Hide Virtual Keyboard,,Drag and Drop™ library action name
GMStdVKeyHide_Desc,"Hide the virtual keyboard. Once the keyboard is hidden, a System event of type ""keyboard status"" is raised.","Hide the virtual keyboard. Once the keyboard is hidden, a System event of type ""keyboard status"" is raised.",,Drag and Drop™ library action description
GMStdVKeyStatus_Name,If Virtual Keyboard Showing,If Virtual Keyboard Showing,,Drag and Drop™ library action name
GMStdVKeyStatus_Desc,"Check if the virtual keyboard is showing. If querying the status, a System event of type ""keyboard status"" is raised.","Check if the virtual keyboard is showing. If querying the status, a System event of type ""keyboard status"" is raised.",,Drag and Drop™ library action description
GMStdVKeyHeight_Name,Get Virtual Keyboard Height,Get Virtual Keyboard Height,,Drag and Drop™ library action name
GMStdVKeyHeight_Desc,Get the current pixel height of the virtual keyboard if it is visible.,Get the current pixel height of the virtual keyboard if it is visible.,,Drag and Drop™ library action description
GMStdReverse_Name,Reverse,Reverse,,Drag and Drop™ library action name
GMStdReverse_Desc,Reverse a direction from a list of presets.,Reverse a direction from a list of presets.,,Drag and Drop™ library action description
GMStdFriction_Name,Set Friction,Set Friction,,Drag and Drop™ library action name
GMStdFriction_Desc,Apply friction to the instance's movement.,Apply friction to the instance's movement.,,Drag and Drop™ library action description
GMStdJumpPoint_Name,Jump To Point,Jump To Point,,Drag and Drop™ library action name
GMStdJumpPoint_Desc,Jump to the specified position.,Jump to the specified position.,,Drag and Drop™ library action description
GMStdJumpStart_Name,Jump To Start,Jump To Start,,Drag and Drop™ library action nameGM
GMStdJumpStart_Desc,Jump to the instance's start position.,Jump to the instance's start position.,,Drag and Drop™ library action description
GMStdSnapPos_Name,Snap Position,Snap Position,,Drag and Drop™ library action name
GMStdSnapPos_Desc,Snap an instance's position to a grid.,Snap an instance's position to a grid.,,Drag and Drop™ library action description
GMStdWrapRoom_Name,Wrap Around Room,Wrap Around Room,,Drag and Drop™ library action name
GMStdWrapRoom_Desc,Wrap around room.,Wrap around room.,,Drag and Drop™ library action description
GMStdIfAnyObjAt_Name,If Any Object At Place,If Any Object At Place,,Drag and Drop™ library action name
GMStdIfAnyObjAt_Desc,Check if an instance overlaps any object instances at a position.,Check if an instance overlaps any object instances at a position.,,Drag and Drop™ library action description
GMStdIfObjAt_Name,If Object At Place,If Object At Place,,Drag and Drop™ library action name
GMStdIfObjAt_Desc,Check if an instance overlaps one or more instances of a specific object at a position.,Check if an instance overlaps one or more instances of a specific object at a position.,,Drag and Drop™ library action description
GMStdIfColShape_Name,If Collision Shape,If Collision Shape,,Drag and Drop™ library action name
GMStdIfColShape_Desc,Check if one or more instances intersect a shape.,Check if one or more instances intersect a shape.,,Drag and Drop™ library action description
GMStdIfColPoint_Name,If Collision Point,If Collision Point,,Drag and Drop™ library action name
GMStdIfColPoint_Desc,Check if one or more instances intersect a point.,Check if one or more instances intersect a point.,,Drag and Drop™ library action description
GMStdDrawSelf_Name,Draw Self,Draw Self,,Drag and Drop™ library action name
GMStdDrawSelf_Desc,Draw this instance's sprite.,Draw this instance's sprite.,,Drag and Drop™ library action description
GMStdDrawValue_Name,Draw Value,Draw Value,,Drag and Drop™ library action name
GMStdDrawValue_Desc,"Draw the specified value. It can be a string, number or variable.","Draw the specified value. It can be a string, number or variable.",,Drag and Drop™ library action description
GMStdDrawValueTransformed_Name,Draw Transformed Value,Draw Transformed Value,,Drag and Drop™ library action name
GMStdDrawValueTransformed_Desc,"Draw a value with a transformation. It can be a string, number or variable.","Draw a value with a transformation. It can be a string, number or variable.",,Drag and Drop™ library action description
GMStdDrawSprite_Name,Draw Sprite,Draw Sprite,,Drag and Drop™ library action name
GMStdDrawSprite_Desc,Draw a sprite.,Draw a sprite.,,Drag and Drop™ library action description
GMStdDrawSpritesStacked_Name,Draw Stacked Sprites,Draw Stacked Sprites,,Drag and Drop™ library action name
GMStdDrawSpritesStacked_Desc,Draw a sprite multiple times in a stack.,Draw a sprite multiple times in a stack.,,Drag and Drop™ library action description
GMStdDrawRectangle_Name,Draw Rectangle,Draw Rectangle,,Drag and Drop™ library action name
GMStdDrawRectangle_Desc,Draw a rectangle.,Draw a rectangle.,,Drag and Drop™ library action description
GMStdDrawGradientRect_Name,Draw Gradient Rectangle,Draw Gradient Rectangle,,Drag and Drop™ library action name
GMStdDrawGradientRect_Desc,Draw a gradient in a rectangular shape.,Draw a gradient in a rectangular shape.,,Drag and Drop™ library action description
GMStdDrawEllipse_Name,Draw Ellipse,Draw Ellipse,,Drag and Drop™ library action name
GMStdDrawEllipse_Desc,Draw an ellipse.,Draw an ellipse.,,Drag and Drop™ library action description
GMStdDrawGradientEllipse_Name,Draw Gradient Ellipse,Draw Gradient Ellipse,,Drag and Drop™ library action name
GMStdDrawGradientEllipse_Desc,Draw a gradient in an elliptical shape.,Draw a gradient in an elliptical shape.,,Drag and Drop™ library action description
GMStdDrawLine_Name,Draw Line,Draw Line,,Drag and Drop™ library action name
GMStdDrawLine_Desc,Draw a line.,Draw a line.,,Drag and Drop™ library action description
GMStdDrawHealthbar_Name,Draw Healthbar,Draw Healthbar,,Drag and Drop™ library action name
GMStdDrawHealthbar_Desc,Draw a healthbar from a 0-100 value.,Draw a healthbar from a 0-100 value.,,Drag and Drop™ library action description
GMStdDrawInstanceScore_Name,Draw Instance Score,Draw Instance Score,,Drag and Drop™ library action name
GMStdDrawInstanceScore_Desc,Draw an instance's score with a caption.,Draw an instance's score with a caption.,,Drag and Drop™ library action description
GMStdDrawInstanceHealth_Name,Draw Instance Health,Draw Instance Health,,Drag and Drop™ library action name
GMStdDrawInstanceHealth_Desc,Draw an instance's health with a healthbar.,Draw an instance's health with a healthbar.,,Drag and Drop™ library action description
GMStdDrawInstanceLives_Name,Draw Instance Lives,Draw Instance Lives,,Drag and Drop™ library action name
GMStdDrawInstanceLives_Desc,Draw an instance's lives with stacked sprites.,Draw an instance's lives with stacked sprites.,,Drag and Drop™ library action description
GMStdSetColor_Name,Set Draw Colour,Set Draw Colour,,Drag and Drop™ library action name
GMStdSetColor_Desc,Set the colour to blend all drawing with.,Set the colour to blend all drawing with.,,Drag and Drop™ library action description
GMStdGetColor_Name,Get Draw Colour,Get Draw Colour,,Drag and Drop™ library action name
GMStdGetColor_Desc,Get the colour used to blend all drawing with.,Get the colour used to blend all drawing with.,,Drag and Drop™ library action description
GMStdGetFont_Name,Get Draw Font,Get Draw Font,,Drag and Drop™ library action name
GMStdGetFont_Desc,Get the font used for all text drawing.,Get the font used for all text drawing.,,Drag and Drop™ library action description
GMStdGetTextAlign_Name,Get Text Alignment,Get Text Alignment,,Drag and Drop™ library action name
GMStdGetTextAlign_Desc,Get the horizontal or vertical alignment of text drawing.,Get the horizontal or vertical alignment of text drawing.,,Drag and Drop™ library action description
GMStdSetFont_Name,Set Font,Set Font,,Drag and Drop™ library action name
GMStdSetFont_Desc,Set the font to use for all text drawing.,Set the font to use for all text drawing.,,Drag and Drop™ library action description
GMStdSetAlignment_Name,Set Text Alignment,Set Text Alignment,,Drag and Drop™ library action name
GMStdSetAlignment_Desc,Set the horizontal and vertical alignment of text drawing.,Set the horizontal and vertical alignment of text drawing.,,Drag and Drop™ library action description
GMStdTileSetAtPixel_Name,Set Tile Index At Pixel,Set Tile Index At Pixel,,Drag and Drop™ library action name
GMStdTileSetAtPixel_Desc,Set the tile index at the specified position.,Set the tile index at the specified position.,,Drag and Drop™ library action description
